participant_private_id,trial_number,display,reaction_time,response,cue,category_cue,target,eventno,pairtype,untested_element,accuracy,true_typo,typed_response,accuracy_types
2069366,3,retrieval_trial,3511.92499999888,church,sheep,OBJECT,skipping rope,3,AO,L,error,FALSE,church,we_cat_error
2069366,4,retrieval_trial,9992.545,NA,snake,OBJECT,kite,2,AO,L,error,FALSE,NA,miss
2069366,5,retrieval_trial,9992.546,NA,giraffe,OBJECT,clock,6,AO,L,error,FALSE,NA,miss
2069366,6,retrieval_trial,7356.495,bus stop,cow,OBJECT,backpack,4,AO,L,error,FALSE,bus stop,be_cat_error
2069366,7,retrieval_trial,7753.58999999298,umbrella,fish,OBJECT,dice,1,AO,L,error,FALSE,umbrella,wc_event_error
2069366,8,retrieval_trial,9992.53699999998,NA,trophy,LOCATION,university,18,OL,A,error,FALSE,NA,miss
2069366,9,retrieval_trial,9992.57399999999,NA,garden,ANIMAL,goat,11,LA,O,error,FALSE,NA,miss
2069366,10,retrieval_trial,5346.46499999508,dentists,ring,LOCATION,living room,15,OL,A,error,TRUE,dentist,wc_event_error
2069366,11,retrieval_trial,7946.57000000007,sheep,hairdressers,ANIMAL,flamingo,10,LA,O,error,FALSE,sheep,wc_event_error
2069366,12,retrieval_trial,9992.54499999998,NA,statue,LOCATION,cruise ship,16,OL,A,error,FALSE,NA,miss
2069366,13,retrieval_trial,4678.62999999488,bear,treehouse,ANIMAL,kangaroo,7,LA,O,error,FALSE,bear,wc_event_error
2069366,14,retrieval_trial,9992.57899999997,NA,spider,OBJECT,carrot,5,AO,L,error,FALSE,NA,miss
2069366,15,retrieval_trial,9992.51299999998,NA,ball,LOCATION,forest,13,OL,A,error,FALSE,NA,miss
2069366,16,retrieval_trial,9992.538,NA,lighthouse,ANIMAL,bear,12,LA,O,error,FALSE,NA,miss
2069366,17,retrieval_trial,9992.54300000001,owl,waterfall,ANIMAL,zebra,8,LA,O,CHECK,CHECK,owl,CHECK
2069366,18,retrieval_trial,9992.54200000002,NA,chainsaw,LOCATION,gym,17,OL,A,error,FALSE,NA,miss
2069366,19,retrieval_trial,9992.54399999999,NA,bank,ANIMAL,butterfly,9,LA,O,error,FALSE,NA,miss
2069366,20,retrieval_trial,8235.79000000609,',glasses,LOCATION,railway station,14,OL,A,CHECK,CHECK,',CHECK
2069366,21,retrieval_trial,8886.40499999747,lighthouse,bear,LOCATION,lighthouse,12,AL,O,1,FALSE,lighthouse,1
2069366,22,retrieval_trial,6650.64000000712,koala,forest,OBJECT,ball,13,LO,A,error,FALSE,koala,be_cat_error
2069366,23,retrieval_trial,9992.51199999999,l,living room,OBJECT,ring,15,LO,A,CHECK,CHECK,l,CHECK
2069366,24,retrieval_trial,9992.54799999995,ci,zebra,LOCATION,waterfall,8,AL,O,CHECK,CHECK,ci,CHECK
2069366,25,retrieval_trial,8857.02999999921,diner,kangaroo,LOCATION,treehouse,7,AL,O,CHECK,CHECK,diner,CHECK
2069366,26,retrieval_trial,9170.60499999207,field,goat,LOCATION,garden,11,AL,O,CHECK,CHECK,field,CHECK
2069366,27,retrieval_trial,8612.41499999596,tiger,gym,OBJECT,chainsaw,17,LO,A,error,FALSE,tiger,be_cat_error
2069366,28,retrieval_trial,3482.30999999214,statue,cruise ship,OBJECT,statue,16,LO,A,1,FALSE,statue,1
2069366,29,retrieval_trial,6134.05499998771,snake,carrot,ANIMAL,spider,5,OA,L,error,FALSE,snake,wc_event_error
2069366,30,retrieval_trial,8562.59500001033,tiger,backpack,ANIMAL,cow,4,OA,L,error,FALSE,tiger,wc_event_error
2069366,31,retrieval_trial,4234.66499999631,bank,butterfly,LOCATION,bank,9,AL,O,1,FALSE,bank,1
2069366,32,retrieval_trial,9992.51399999997,NA,dice,ANIMAL,fish,1,OA,L,error,FALSE,NA,miss
2069366,33,retrieval_trial,4190.94000000041,glasses,railway station,OBJECT,glasses,14,LO,A,1,FALSE,glasses,1
2069366,34,retrieval_trial,2187.72499999614,snake,kite,ANIMAL,snake,2,OA,L,1,FALSE,snake,1
2069366,35,retrieval_trial,9992.54999999993,k,skipping rope,ANIMAL,sheep,3,OA,L,CHECK,CHECK,k,CHECK
2069366,36,retrieval_trial,9992.58200000005,NA,clock,ANIMAL,giraffe,6,OA,L,error,FALSE,NA,miss
2069366,37,retrieval_trial,9992.51600000006,NA,flamingo,LOCATION,hairdressers,10,AL,O,error,FALSE,NA,miss
2069366,38,retrieval_trial,4842.79999999853,statue,university,OBJECT,trophy,18,LO,A,error,FALSE,statue,wc_event_error
2069394,3,retrieval_trial,9983.948,object,ring,LOCATION,living room,15,OL,A,CHECK,CHECK,object,CHECK
2069394,4,retrieval_trial,9983.66999999998,animal,bank,ANIMAL,butterfly,9,LA,O,CHECK,CHECK,animal,CHECK
2069394,5,retrieval_trial,9983.82399999999,NA,trophy,LOCATION,university,18,OL,A,error,FALSE,NA,miss
2069394,6,retrieval_trial,9983.29399999999,fairg,cow,OBJECT,backpack,4,AO,L,CHECK,CHECK,fairg,CHECK
2069394,7,retrieval_trial,5442.86999999985,airport,fish,OBJECT,dice,1,AO,L,error,TRUE,air,be_cat_error
2069394,8,retrieval_trial,4310.63499999983,come,spider,OBJECT,carrot,5,AO,L,CHECK,CHECK,come,CHECK
2069394,9,retrieval_trial,4848.4749999998,spider,treehouse,ANIMAL,kangaroo,7,LA,O,error,FALSE,spider,wc_event_error
2069394,10,retrieval_trial,3295.07500000001,university,statue,LOCATION,cruise ship,16,OL,A,error,FALSE,university,wc_event_error
2069394,11,retrieval_trial,4526.2950000001,river,glasses,LOCATION,railway station,14,OL,A,error,FALSE,river,wc_event_error
2069394,12,retrieval_trial,3896.19499999983,mountain,chainsaw,LOCATION,gym,17,OL,A,error,FALSE,mountain,wc_event_error
2069394,13,retrieval_trial,4248.93999999994,waterfall,garden,ANIMAL,goat,11,LA,O,error,TRUE,water,be_cat_error
2069394,14,retrieval_trial,3518.72000000003,blade,sheep,OBJECT,skipping rope,3,AO,L,CHECK,CHECK,blade,CHECK
2069394,15,retrieval_trial,4961.245,gaost,hairdressers,ANIMAL,flamingo,10,LA,O,CHECK,CHECK,gaost,CHECK
2069394,16,retrieval_trial,7041.07500000007,cup,snake,OBJECT,kite,2,AO,L,CHECK,CHECK,cup,CHECK
2069394,17,retrieval_trial,7561.80999999965,knife,giraffe,OBJECT,clock,6,AO,L,CHECK,CHECK,knife,CHECK
2069394,18,retrieval_trial,3930.20999999996,mountain,ball,LOCATION,forest,13,OL,A,error,FALSE,mountain,wc_event_error
2069394,19,retrieval_trial,6544.87000000017,son,lighthouse,ANIMAL,bear,12,LA,O,CHECK,CHECK,son,CHECK
2069394,20,retrieval_trial,4336.75499999983,girrafe,waterfall,ANIMAL,zebra,8,LA,O,CHECK,CHECK,girrafe,CHECK
2069394,21,retrieval_trial,9983.75,NA,zebra,LOCATION,waterfall,8,AL,O,error,FALSE,NA,miss
2069394,22,retrieval_trial,9983.60199999996,NA,university,OBJECT,trophy,18,LO,A,error,FALSE,NA,miss
2069394,23,retrieval_trial,6609.82000000053,dolphin,dice,ANIMAL,fish,1,OA,L,error,FALSE,dolphin,wc_event_error
2069394,24,retrieval_trial,4412.30499999982,lamp,gym,OBJECT,chainsaw,17,LO,A,error,FALSE,lamp,wc_event_error
2069394,25,retrieval_trial,9983.73999999999,cat,forest,OBJECT,ball,13,LO,A,error,FALSE,cat,be_cat_error
2069394,26,retrieval_trial,9983.65099999995,campsite,kangaroo,LOCATION,treehouse,7,AL,O,error,TRUE,campsit,wc_event_error
2069394,27,retrieval_trial,3381.50500000024,campsite,goat,LOCATION,garden,11,AL,O,error,FALSE,campsite,wc_event_error
2069394,28,retrieval_trial,4702.80000000005,lizard,kite,ANIMAL,snake,2,OA,L,error,FALSE,lizard,wc_event_error
2069394,29,retrieval_trial,6246.52999999945,ant,skipping rope,ANIMAL,sheep,3,OA,L,error,FALSE,ant,wc_event_error
2069394,30,retrieval_trial,7547.75499999966,patr,bear,LOCATION,lighthouse,12,AL,O,CHECK,CHECK,patr,CHECK
2069394,31,retrieval_trial,6710.68000000005,vase,railway station,OBJECT,glasses,14,LO,A,error,FALSE,vase,wc_event_error
2069394,32,retrieval_trial,3953.36500000034,panda,clock,ANIMAL,giraffe,6,OA,L,error,FALSE,panda,wc_event_error
2069394,33,retrieval_trial,6290.69000000076,handbag,cruise ship,OBJECT,statue,16,LO,A,error,FALSE,handbag,wc_event_error
2069394,34,retrieval_trial,4433.74500000023,city,butterfly,LOCATION,bank,9,AL,O,error,FALSE,city,wc_event_error
2069394,35,retrieval_trial,9983.66000000003,s,backpack,ANIMAL,cow,4,OA,L,CHECK,CHECK,s,CHECK
2069394,36,retrieval_trial,4393.68000000017,goat,carrot,ANIMAL,spider,5,OA,L,error,FALSE,goat,wc_event_error
2069394,37,retrieval_trial,9983.97600000002,dh,flamingo,LOCATION,hairdressers,10,AL,O,CHECK,CHECK,dh,CHECK
2069394,38,retrieval_trial,7213.44000000041,knife,living room,OBJECT,ring,15,LO,A,CHECK,CHECK,knife,CHECK
2075957,3,retrieval_trial,1763.00000000001,no idea,ball,LOCATION,forest,13,OL,A,CHECK,CHECK,no idea,CHECK
2075957,4,retrieval_trial,1851.00000000001,no idea,spider,OBJECT,carrot,5,AO,L,CHECK,CHECK,no idea,CHECK
2075957,5,retrieval_trial,2331,i can't do this,hairdressers,ANIMAL,flamingo,10,LA,O,CHECK,CHECK,i can't do this,CHECK
2075957,6,retrieval_trial,2807,lll,garden,ANIMAL,goat,11,LA,O,CHECK,CHECK,lll,CHECK
2075957,7,retrieval_trial,1325.99999999999,kkk,ring,LOCATION,living room,15,OL,A,CHECK,CHECK,kkk,CHECK
2075957,8,retrieval_trial,1812,no,waterfall,ANIMAL,zebra,8,LA,O,CHECK,CHECK,no,CHECK
2075957,9,retrieval_trial,751.999999999971,whale,lighthouse,ANIMAL,bear,12,LA,O,error,FALSE,whale,wc_event_error
2075957,10,retrieval_trial,9978,university,trophy,LOCATION,university,18,OL,A,1,TRUE,universit,1
2075957,11,retrieval_trial,1464,i can't type quick,sheep,OBJECT,skipping rope,3,AO,L,CHECK,CHECK,i can't type quick,CHECK
2075957,12,retrieval_trial,644,enough,chainsaw,LOCATION,gym,17,OL,A,CHECK,CHECK,enough,CHECK
2075957,13,retrieval_trial,3057,nnn,fish,OBJECT,dice,1,AO,L,CHECK,CHECK,nnn,CHECK
2075957,14,retrieval_trial,637,no,statue,LOCATION,cruise ship,16,OL,A,CHECK,CHECK,no,CHECK
2075957,15,retrieval_trial,1632,no,bank,ANIMAL,butterfly,9,LA,O,CHECK,CHECK,no,CHECK
2075957,16,retrieval_trial,1842.99999999997,?,snake,OBJECT,kite,2,AO,L,CHECK,CHECK,?,CHECK
2075957,17,retrieval_trial,954,?,cow,OBJECT,backpack,4,AO,L,CHECK,CHECK,?,CHECK
2075957,18,retrieval_trial,1237,?,giraffe,OBJECT,clock,6,AO,L,CHECK,CHECK,?,CHECK
2075957,19,retrieval_trial,1609,?,treehouse,ANIMAL,kangaroo,7,LA,O,CHECK,CHECK,?,CHECK
2075957,20,retrieval_trial,1310,i remember,glasses,LOCATION,railway station,14,OL,A,CHECK,CHECK,i remember,CHECK
2075957,21,retrieval_trial,4816.99999999988,ball,forest,OBJECT,ball,13,LO,A,1,FALSE,ball,1
2075957,22,retrieval_trial,2369.00000000012,hairdressers,flamingo,LOCATION,hairdressers,10,AL,O,1,TRUE,hairdresser,1
2075957,23,retrieval_trial,2770,lighthouse,bear,LOCATION,lighthouse,12,AL,O,1,FALSE,lighthouse,1
2075957,24,retrieval_trial,2611,map,railway station,OBJECT,glasses,14,LO,A,error,FALSE,map,wc_event_error
2075957,25,retrieval_trial,4059,no,skipping rope,ANIMAL,sheep,3,OA,L,CHECK,CHECK,no,CHECK
2075957,26,retrieval_trial,3242,statue,cruise ship,OBJECT,statue,16,LO,A,1,FALSE,statue,1
2075957,27,retrieval_trial,3095,no,gym,OBJECT,chainsaw,17,LO,A,CHECK,CHECK,no,CHECK
2075957,28,retrieval_trial,2484.00000000012,no,dice,ANIMAL,fish,1,OA,L,CHECK,CHECK,no,CHECK
2075957,29,retrieval_trial,3516,no,butterfly,LOCATION,bank,9,AL,O,CHECK,CHECK,no,CHECK
2075957,30,retrieval_trial,2950.00000000012,treehouse,kangaroo,LOCATION,treehouse,7,AL,O,1,FALSE,treehouse,1
2075957,31,retrieval_trial,2734,snake,kite,ANIMAL,snake,2,OA,L,1,FALSE,snake,1
2075957,32,retrieval_trial,5488.00000000012,trophy,university,OBJECT,trophy,18,LO,A,1,FALSE,trophy,1
2075957,33,retrieval_trial,2430,no,carrot,ANIMAL,spider,5,OA,L,CHECK,CHECK,no,CHECK
2075957,34,retrieval_trial,2717,no,clock,ANIMAL,giraffe,6,OA,L,CHECK,CHECK,no,CHECK
2075957,35,retrieval_trial,1865,no,goat,LOCATION,garden,11,AL,O,CHECK,CHECK,no,CHECK
2075957,36,retrieval_trial,2907,no,zebra,LOCATION,waterfall,8,AL,O,CHECK,CHECK,no,CHECK
2075957,37,retrieval_trial,2597.99999999988,no,backpack,ANIMAL,cow,4,OA,L,CHECK,CHECK,no,CHECK
2075957,38,retrieval_trial,2838,no,living room,OBJECT,ring,15,LO,A,CHECK,CHECK,no,CHECK
2069386,3,retrieval_trial,9978.17500000002,penguin,gym,ANIMAL,badger,17,LA,O,error,FALSE,penguin,wc_event_error
2069386,4,retrieval_trial,9978.24299999999,owl,railway station,ANIMAL,pig,14,LA,O,CHECK,CHECK,owl,CHECK
2069386,5,retrieval_trial,9977.44099999999,pengion,skipping rope,LOCATION,church,3,OL,A,CHECK,CHECK,pengion,CHECK
2069386,6,retrieval_trial,9977.834,umbrella,flamingo,OBJECT,box,10,AO,L,error,FALSE,umbrella,wc_event_error
2069386,7,retrieval_trial,9977.821,tower,kangaroo,OBJECT,book,7,AO,L,CHECK,CHECK,tower,CHECK
2069386,8,retrieval_trial,9977.85700000002,torch,bear,OBJECT,mug,12,AO,L,error,FALSE,torch,wc_event_error
2069386,9,retrieval_trial,9978.25599999999,skipping rope,butterfly,OBJECT,spoon,9,AO,L,error,FALSE,skipping rope,wc_event_error
2069386,10,retrieval_trial,9977.85500000001,goat,university,ANIMAL,wolf,18,LA,O,error,FALSE,goat,wc_event_error
2069386,11,retrieval_trial,9977.44799999997,cat,living room,ANIMAL,monkey,15,LA,O,error,FALSE,cat,wc_event_error
2069386,12,retrieval_trial,9977.49699999997,ant,forest,ANIMAL,chicken,13,LA,O,error,FALSE,ant,wc_event_error
2069386,13,retrieval_trial,9977.87599999999,church,backpack,LOCATION,post office,4,OL,A,error,FALSE,church,wc_event_error
2069386,14,retrieval_trial,9977.84500000003,airport,carrot,LOCATION,circus,5,OL,A,error,FALSE,airport,wc_event_error
2069386,15,retrieval_trial,9977.761,hat,zebra,OBJECT,ice cream,8,AO,L,error,FALSE,hat,wc_event_error
2069386,16,retrieval_trial,9977.86699999997,keys,goat,OBJECT,camera,11,AO,L,error,FALSE,keys,wc_event_error
2069386,17,retrieval_trial,9978.13099999999,tower,clock,LOCATION,mountain,6,OL,A,CHECK,CHECK,tower,CHECK
2069386,18,retrieval_trial,9977.85700000002,school,kite,LOCATION,classroom,2,OL,A,CHECK,CHECK,school,CHECK
2069386,19,retrieval_trial,9977.717,cow,cruise ship,ANIMAL,hamster,16,LA,O,error,FALSE,cow,wc_event_error
2069386,20,retrieval_trial,9977.89500000002,farm,dice,LOCATION,theatre,1,OL,A,CHECK,CHECK,farm,CHECK
2069386,21,retrieval_trial,2815.2649999829,clock,mountain,OBJECT,clock,6,LO,A,1,FALSE,clock,1
2069386,22,retrieval_trial,2496.37499998789,university,wolf,LOCATION,university,18,AL,O,1,FALSE,university,1
2069386,23,retrieval_trial,4937.0699999854,kite,classroom,OBJECT,kite,2,LO,A,1,FALSE,kite,1
2069386,24,retrieval_trial,2540.05499999039,badger,spoon,ANIMAL,butterfly,9,OA,L,error,FALSE,badger,wc_event_error
2069386,25,retrieval_trial,7461.52499999152,cottage,pig,LOCATION,railway station,14,AL,O,CHECK,CHECK,cottage,CHECK
2069386,26,retrieval_trial,8216.47999997367,cow,mug,ANIMAL,bear,12,OA,L,error,FALSE,cow,wc_event_error
2069386,27,retrieval_trial,5318.96500001312,goat,circus,OBJECT,carrot,5,LO,A,error,FALSE,goat,be_cat_error
2069386,28,retrieval_trial,7856.63500000373,monkey,camera,ANIMAL,goat,11,OA,L,error,FALSE,monkey,wc_event_error
2069386,29,retrieval_trial,4325.50000000629,bear,ice cream,ANIMAL,zebra,8,OA,L,error,FALSE,bear,wc_event_error
2069386,30,retrieval_trial,5011.94500000565,panda,book,ANIMAL,kangaroo,7,OA,L,error,FALSE,panda,wc_event_error
2069386,31,retrieval_trial,5826.34999998845,goat,post office,OBJECT,backpack,4,LO,A,error,FALSE,goat,be_cat_error
2069386,32,retrieval_trial,3893.51500000339,library,hamster,LOCATION,cruise ship,16,AL,O,error,FALSE,library,wc_event_error
2069386,33,retrieval_trial,6361.0650000046,mountain,badger,LOCATION,gym,17,AL,O,error,FALSE,mountain,wc_event_error
2069386,34,retrieval_trial,3286.43499998725,keys,church,OBJECT,skipping rope,3,LO,A,error,FALSE,keys,wc_event_error
2069386,35,retrieval_trial,2420.26500002248,living room,monkey,LOCATION,living room,15,AL,O,1,FALSE,living room,1
2069386,36,retrieval_trial,7830.61499998439,hill,chicken,LOCATION,forest,13,AL,O,CHECK,CHECK,hill,CHECK
2069386,37,retrieval_trial,4331.65000000736,pig,box,ANIMAL,flamingo,10,OA,L,error,FALSE,pig,wc_event_error
2069386,38,retrieval_trial,5580.79000000726,keys,theatre,OBJECT,dice,1,LO,A,error,FALSE,keys,wc_event_error
2069537,3,retrieval_trial,1311.12500000745,church,skipping rope,LOCATION,church,3,OL,A,1,FALSE,church,1
2069537,4,retrieval_trial,7497.23999993876,cat,forest,ANIMAL,chicken,13,LA,O,error,FALSE,cat,wc_event_error
2069537,5,retrieval_trial,9973.147,NA,carrot,LOCATION,circus,5,OL,A,error,FALSE,NA,miss
2069537,6,retrieval_trial,2434.46499994025,mouse,cruise ship,ANIMAL,hamster,16,LA,O,error,FALSE,mouse,wc_event_error
2069537,7,retrieval_trial,4080.79000003636,bike,bear,OBJECT,mug,12,AO,L,error,FALSE,bike,wc_event_error
2069537,8,retrieval_trial,8464.34499975294,museum,dice,LOCATION,theatre,1,OL,A,error,FALSE,museum,wc_event_error
2069537,9,retrieval_trial,6219.08500045538,park,backpack,LOCATION,post office,4,OL,A,error,FALSE,park,wc_event_error
2069537,10,retrieval_trial,7942.9250000976,rat,railway station,ANIMAL,pig,14,LA,O,CHECK,CHECK,rat,CHECK
2069537,11,retrieval_trial,4301.23500013724,cat,university,ANIMAL,wolf,18,LA,O,error,FALSE,cat,wc_event_error
2069537,12,retrieval_trial,7602.73499973118,book,goat,OBJECT,camera,11,AO,L,error,FALSE,book,wc_event_error
2069537,13,retrieval_trial,3869.55499975011,cat,living room,ANIMAL,monkey,15,LA,O,error,FALSE,cat,wc_event_error
2069537,14,retrieval_trial,2744.51499991119,hill,kite,LOCATION,classroom,2,OL,A,CHECK,CHECK,hill,CHECK
2069537,15,retrieval_trial,1820.89999970049,book,kangaroo,OBJECT,book,7,AO,L,1,FALSE,book,1
2069537,16,retrieval_trial,3778.26000005007,box,flamingo,OBJECT,box,10,AO,L,1,FALSE,box,1
2069537,17,retrieval_trial,3040.92500032857,hippo,gym,ANIMAL,badger,17,LA,O,error,FALSE,hippo,wc_event_error
2069537,18,retrieval_trial,3118.59499989077,headphones,butterfly,OBJECT,spoon,9,AO,L,error,FALSE,headphones,wc_event_error
2069537,19,retrieval_trial,8496.604999993,keys,zebra,OBJECT,ice cream,8,AO,L,error,TRUE,key,wc_event_error
2069537,20,retrieval_trial,3343.89499993995,mountain,clock,LOCATION,mountain,6,OL,A,1,FALSE,mountain,1
2069537,21,retrieval_trial,1497.37500026822,skipping rope,church,OBJECT,skipping rope,3,LO,A,1,FALSE,skipping rope,1
2069537,22,retrieval_trial,2820.29000017792,bag,post office,OBJECT,backpack,4,LO,A,CHECK,CHECK,bag,CHECK
2069537,23,retrieval_trial,3758.45000008121,reindeer,ice cream,ANIMAL,zebra,8,OA,L,error,FALSE,reindeer,wc_event_error
2069537,24,retrieval_trial,3408.89500034973,city,monkey,LOCATION,living room,15,AL,O,error,FALSE,city,wc_event_error
2069537,25,retrieval_trial,4046.24499985948,wolf,mug,ANIMAL,bear,12,OA,L,error,FALSE,wolf,wc_event_error
2069537,26,retrieval_trial,1335.35499963909,kangaroo,book,ANIMAL,kangaroo,7,OA,L,1,FALSE,kangaroo,1
2069537,27,retrieval_trial,3876.84000004083,museum,hamster,LOCATION,cruise ship,16,AL,O,error,FALSE,museum,wc_event_error
2069537,28,retrieval_trial,6092.86000020802,airport,badger,LOCATION,gym,17,AL,O,error,TRUE,aiprort,wc_event_error
2069537,29,retrieval_trial,2299.60000002757,forest,chicken,LOCATION,forest,13,AL,O,1,FALSE,forest,1
2069537,30,retrieval_trial,2865.56000029668,butterfly,spoon,ANIMAL,butterfly,9,OA,L,1,FALSE,butterfly,1
2069537,31,retrieval_trial,2912.50499989837,city,wolf,LOCATION,university,18,AL,O,error,FALSE,city,wc_event_error
2069537,32,retrieval_trial,2276.99999976903,flamingo,box,ANIMAL,flamingo,10,OA,L,1,FALSE,flamingo,1
2069537,33,retrieval_trial,5935.72500022128,knife,circus,OBJECT,carrot,5,LO,A,CHECK,CHECK,knife,CHECK
2069537,34,retrieval_trial,5685.68000011146,chalk,classroom,OBJECT,kite,2,LO,A,CHECK,CHECK,chalk,CHECK
2069537,35,retrieval_trial,1648.69000017643,dice,theatre,OBJECT,dice,1,LO,A,1,FALSE,dice,1
2069537,36,retrieval_trial,5774.27500020713,reindeer,camera,ANIMAL,goat,11,OA,L,error,FALSE,reindeer,wc_event_error
2069537,37,retrieval_trial,4105.2600000985,museum,pig,LOCATION,railway station,14,AL,O,error,FALSE,museum,wc_event_error
2069537,38,retrieval_trial,1673.87000005692,clock,mountain,OBJECT,clock,6,LO,A,1,FALSE,clock,1
2075954,3,retrieval_trial,2700.60500002,house,carrot,LOCATION,circus,5,OL,A,CHECK,CHECK,house,CHECK
2075954,4,retrieval_trial,9989.73299999995,station,kite,LOCATION,classroom,2,OL,A,CHECK,CHECK,station,CHECK
2075954,5,retrieval_trial,4578.7700000219,rabbit,railway station,ANIMAL,pig,14,LA,O,error,FALSE,rabbit,wc_event_error
2075954,6,retrieval_trial,6045.26500008069,store,backpack,LOCATION,post office,4,OL,A,CHECK,CHECK,store,CHECK
2075954,7,retrieval_trial,3962.434999994,owl,gym,ANIMAL,badger,17,LA,O,CHECK,CHECK,owl,CHECK
2075954,8,retrieval_trial,2029.31000001263,snake,university,ANIMAL,wolf,18,LA,O,error,FALSE,snake,wc_event_error
2075954,9,retrieval_trial,3619.35499997344,cup,kangaroo,OBJECT,book,7,AO,L,CHECK,CHECK,cup,CHECK
2075954,10,retrieval_trial,5682.87999997847,bottle,flamingo,OBJECT,box,10,AO,L,error,FALSE,bottle,wc_event_error
2075954,11,retrieval_trial,3643.69999989867,kangaroo,cruise ship,ANIMAL,hamster,16,LA,O,error,FALSE,kangaroo,wc_event_error
2075954,12,retrieval_trial,6903.15000002738,spa,dice,LOCATION,theatre,1,OL,A,CHECK,CHECK,spa,CHECK
2075954,13,retrieval_trial,4308.00499999896,tiger,living room,ANIMAL,monkey,15,LA,O,error,FALSE,tiger,wc_event_error
2075954,14,retrieval_trial,2514.35000007041,monkey,forest,ANIMAL,chicken,13,LA,O,error,FALSE,monkey,wc_event_error
2075954,15,retrieval_trial,9991.17600000004,ha,butterfly,OBJECT,spoon,9,AO,L,CHECK,CHECK,ha,CHECK
2075954,16,retrieval_trial,9991.39299999998,rat,zebra,OBJECT,ice cream,8,AO,L,CHECK,CHECK,rat,CHECK
2075954,17,retrieval_trial,9991.08100000001,cup,bear,OBJECT,mug,12,AO,L,CHECK,CHECK,cup,CHECK
2075954,18,retrieval_trial,9991.10499999998,hawai,clock,LOCATION,mountain,6,OL,A,CHECK,CHECK,hawai,CHECK
2075954,19,retrieval_trial,8515.11499995831,plate,goat,OBJECT,camera,11,AO,L,CHECK,CHECK,plate,CHECK
2075954,20,retrieval_trial,6621.55000003986,hill,skipping rope,LOCATION,church,3,OL,A,CHECK,CHECK,hill,CHECK
2075954,21,retrieval_trial,2594.46500008926,tiger,spoon,ANIMAL,butterfly,9,OA,L,error,FALSE,tiger,wc_event_error
2075954,22,retrieval_trial,3641.04500005487,bank,monkey,LOCATION,living room,15,AL,O,error,FALSE,bank,wc_event_error
2075954,23,retrieval_trial,2393.33999995142,home,wolf,LOCATION,university,18,AL,O,CHECK,CHECK,home,CHECK
2075954,24,retrieval_trial,2987.53499996383,mug,mountain,OBJECT,clock,6,LO,A,error,FALSE,mug,wc_event_error
2075954,25,retrieval_trial,3552.8349999804,mall,chicken,LOCATION,forest,13,AL,O,CHECK,CHECK,mall,CHECK
2075954,26,retrieval_trial,2461.32499992382,owl,ice cream,ANIMAL,zebra,8,OA,L,CHECK,CHECK,owl,CHECK
2075954,27,retrieval_trial,5439.63500007521,home,pig,LOCATION,railway station,14,AL,O,CHECK,CHECK,home,CHECK
2075954,28,retrieval_trial,9991.02099999995,train station,hamster,LOCATION,cruise ship,16,AL,O,CHECK,CHECK,train station,CHECK
2075954,29,retrieval_trial,4327.98000006005,mug,church,OBJECT,skipping rope,3,LO,A,error,FALSE,mug,wc_event_error
2075954,30,retrieval_trial,2742.6549999509,mug,post office,OBJECT,backpack,4,LO,A,error,FALSE,mug,wc_event_error
2075954,31,retrieval_trial,2283.87500008103,monkey,camera,ANIMAL,goat,11,OA,L,error,FALSE,monkey,wc_event_error
2075954,32,retrieval_trial,3392.46999996249,book,classroom,OBJECT,kite,2,LO,A,error,FALSE,book,wc_event_error
2075954,33,retrieval_trial,4589.47500004433,pig,book,ANIMAL,kangaroo,7,OA,L,error,FALSE,pig,wc_event_error
2075954,34,retrieval_trial,4254.73499996588,paper,circus,OBJECT,carrot,5,LO,A,CHECK,CHECK,paper,CHECK
2075954,35,retrieval_trial,6425.6400000304,horse,mug,ANIMAL,bear,12,OA,L,error,FALSE,horse,wc_event_error
2075954,36,retrieval_trial,3585.8049999224,hat,theatre,OBJECT,dice,1,LO,A,error,FALSE,hat,wc_event_error
2075954,37,retrieval_trial,2561.71000003815,rabbit,box,ANIMAL,flamingo,10,OA,L,error,FALSE,rabbit,wc_event_error
2075954,38,retrieval_trial,9982.93400000012,dat,badger,LOCATION,gym,17,AL,O,CHECK,CHECK,dat,CHECK
2069374,3,retrieval_trial,3947.63000000967,bat,jail,ANIMAL,cat,34,LA,O,error,FALSE,bat,wc_event_error
2069374,4,retrieval_trial,5013.68999999249,bat,bus stop,ANIMAL,crocodile,35,LA,O,error,FALSE,bat,wc_event_error
2069374,5,retrieval_trial,2818.03500000387,bat,park,ANIMAL,lion,31,LA,O,error,FALSE,bat,wc_event_error
2069374,6,retrieval_trial,4395.36500000395,bat,lamp,LOCATION,cafe,22,OL,A,error,FALSE,bat,be_cat_error
2069374,7,retrieval_trial,2785.34999996191,whale,whisk,LOCATION,aquarium,21,OL,A,error,FALSE,whale,be_cat_error
2069374,8,retrieval_trial,2501.22999999439,whale,wallet,LOCATION,balcony,23,OL,A,error,FALSE,whale,be_cat_error
2069374,9,retrieval_trial,2715.12499998789,mouse,city,ANIMAL,frog,36,LA,O,error,FALSE,mouse,wc_event_error
2069374,10,retrieval_trial,2163.52000000188,bear,platypus,OBJECT,sock,27,AO,L,error,TRUE,bar,be_cat_error
