Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-pnjf,branch-1wjh,branch-sxfc,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,cue,category_cue,target,eventno,pairtype,untested_element
1,1602317878467,10/10/2020 08:17:58,1602317878094,-5,10/10/2020 03:17:58,20655,19,task-js7a,,7156503,BLIND,2080721,,complete,,5f816a9fc452ff201560859b,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.75,1920x1080,2133x1200,,Retrieval/Reexposure,27,12,attention-pass,attention-pass,12_reex_ret,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,
2,1602317938582,10/10/2020 08:18:58,1602317938469,-5,10/10/2020 03:18:58,20655,19,task-js7a,,7156503,BLIND,2080721,,complete,,5f816a9fc452ff201560859b,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.75,1920x1080,2133x1200,,Retrieval/Reexposure,27,12,attention-pass,attention-pass,12_reex_ret,12_reex_ret,1,1,1,reex_inst1,advancementZone,continue_button,59025.355000048876,,,,,0,1,0,,,,,,reexfirst_instructions,,,,,,,
3,1602317950019,10/10/2020 08:19:10,1602317949934,-5,10/10/2020 03:19:09,20655,19,task-js7a,,7156503,BLIND,2080721,,complete,,5f816a9fc452ff201560859b,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.75,1920x1080,2133x1200,,Retrieval/Reexposure,27,12,attention-pass,attention-pass,12_reex_ret,12_reex_ret,1,1,2,reex_inst2,advancementZone,continue_button,11439.754999941215,,,,,0,1,0,,,,,,reexfirst_instructions,,,,,,,
4,1602317950566,10/10/2020 08:19:10,1602317950475,-5,10/10/2020 03:19:10,20655,19,task-js7a,,7156503,BLIND,2080721,,complete,,5f816a9fc452ff201560859b,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.75,1920x1080,2133x1200,,Retrieval/Reexposure,27,12,attention-pass,attention-pass,12_reex_ret,12_reex_ret,1,1,3,iti,Zone1,timelimit_screen,499.9119999999966,,,,,0,1,0,,,1,,,reexfirst_instructions,,,,,,,
5,1602317951065,10/10/2020 08:19:11,1602317950974,-5,10/10/2020 03:19:10,20655,19,task-js7a,,7156503,BLIND,2080721,,complete,,5f816a9fc452ff201560859b,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.75,1920x1080,2133x1200,,Retrieval/Reexposure,27,12,attention-pass,attention-pass,12_reex_ret,12_reex_ret,2,1,1,fixation,fixation,fixation,549.9570000000094,,,,,0,1,0,,,,,,reexposure_trial,,map,ANIMAL,meerkat,55,OA,L
6,1602317961052,10/10/2020 08:19:21,1602317960962,-5,10/10/2020 03:19:20,20655,19,task-js7a,,7156503,BLIND,2080721,,complete,,5f816a9fc452ff201560859b,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.75,1920x1080,2133x1200,,Retrieval/Reexposure,27,12,attention-pass,attention-pass,12_reex_ret,12_reex_ret,2,1,2,reex_stimuli,Zone3,timelimit_screen,9981.732000000004,,,,,0,1,0,,,1,,,reexposure_trial,,map,ANIMAL,meerkat,55,OA,L
7,1602317961536,10/10/2020 08:19:21,1602317961457,-5,10/10/2020 03:19:21,20655,19,task-js7a,,7156503,BLIND,2080721,,complete,,5f816a9fc452ff201560859b,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.75,1920x1080,2133x1200,,Retrieval/Reexposure,27,12,attention-pass,attention-pass,12_reex_ret,12_reex_ret,2,1,3,iti,Zone1,timelimit_screen,500.3099999999977,,,,,0,1,0,,,1,,,reexposure_trial,,map,ANIMAL,meerkat,55,OA,L
8,1602317962095,10/10/2020 08:19:22,1602317962005,-5,10/10/2020 03:19:22,20655,19,task-js7a,,7156503,BLIND,2080721,,complete,,5f816a9fc452ff201560859b,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.75,1920x1080,2133x1200,,Retrieval/Reexposure,27,12,attention-pass,attention-pass,12_reex_ret,12_reex_ret,3,2,1,fixation,fixation,fixation,549.9349999999977,,,,,0,1,0,,,,,,reexposure_trial,,shark,LOCATION,campsite,56,AL,O
9,1602317972082,10/10/2020 08:19:32,1602317971987,-5,10/10/2020 03:19:31,20655,19,task-js7a,,7156503,BLIND,2080721,,complete,,5f816a9fc452ff201560859b,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.75,1920x1080,2133x1200,,Retrieval/Reexposure,27,12,attention-pass,attention-pass,12_reex_ret,12_reex_ret,3,2,2,reex_stimuli,Zone3,timelimit_screen,9981.75,,,,,0,1,0,,,1,,,reexposure_trial,,shark,LOCATION,campsite,56,AL,O
10,1602317972567,10/10/2020 08:19:32,1602317972488,-5,10/10/2020 03:19:32,20655,19,task-js7a,,7156503,BLIND,2080721,,complete,,5f816a9fc452ff201560859b,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.75,1920x1080,2133x1200,,Retrieval/Reexposure,27,12,attention-pass,attention-pass,12_reex_ret,12_reex_ret,3,2,3,iti,Zone1,timelimit_screen,500.2979999999952,,,,,0,1,0,,,1,,,reexposure_trial,,shark,LOCATION,campsite,56,AL,O
11,1602317978301,10/10/2020 08:19:38,1602317978225,-5,10/10/2020 03:19:38,20655,19,task-js7a,,7156503,BLIND,2080721,,complete,,5f816a9fc452ff201560859b,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.75,1920x1080,2133x1200,,Retrieval/Reexposure,27,12,attention-pass,attention-pass,12_reex_ret,12_reex_ret,4,1,1,Screen 1,Zone2,continue_button,5651.380000053905,,,,,0,1,0,,,,,,end_reex_practice,,,,,,,
12,1602317978801,10/10/2020 08:19:38,1602317978719,-5,10/10/2020 03:19:38,20655,19,task-js7a,,7156503,BLIND,2080721,,complete,,5f816a9fc452ff201560859b,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.75,1920x1080,2133x1200,,Retrieval/Reexposure,27,12,attention-pass,attention-pass,12_reex_ret,12_reex_ret,4,1,2,iti,Zone1,timelimit_screen,499.93099999999686,,,,,0,1,0,,,1,,,end_reex_practice,,,,,,,
