Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-pnjf,branch-1wjh,branch-sxfc,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,cue,category_cue,target,eventno,pairtype,untested_element
1,1602317561943,10/10/2020 08:12:41,1602317561849,1,10/10/2020 09:12:41,20655,19,task-baa9,,7156476,BLIND,2080717,,complete,,5f816a971130ae213b4e20c7,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1680x1050,1680x939,,Retrieval/Reexposure,27,8,attention-pass,attention-pass,8_ret_reex,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,
2,1602317590554,10/10/2020 08:13:10,1602317590518,1,10/10/2020 09:13:10,20655,19,task-baa9,,7156476,BLIND,2080717,,complete,,5f816a971130ae213b4e20c7,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1680x1050,1680x939,,Retrieval/Reexposure,27,8,attention-pass,attention-pass,8_ret_reex,8_ret_reex,1,1,1,ret_inst1,advancementZone,continue_button,28217.345000011846,,,,,0,1,0,,,,,,retfirst_instructions,,,,,,,
3,1602317605526,10/10/2020 08:13:25,1602317605493,1,10/10/2020 09:13:25,20655,19,task-baa9,,7156476,BLIND,2080717,,complete,,5f816a971130ae213b4e20c7,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1680x1050,1680x939,,Retrieval/Reexposure,27,8,attention-pass,attention-pass,8_ret_reex,8_ret_reex,1,1,2,ret_inst2,advancementZone,continue_button,14967.089999991003,,,,,0,1,0,,,,,,retfirst_instructions,,,,,,,
4,1602317611821,10/10/2020 08:13:31,1602317611791,1,10/10/2020 09:13:31,20655,19,task-baa9,,7156476,BLIND,2080717,,complete,,5f816a971130ae213b4e20c7,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1680x1050,1680x939,,Retrieval/Reexposure,27,8,attention-pass,attention-pass,8_ret_reex,8_ret_reex,1,1,3,ret_inst3,advancementZone,continue_button,6291.319999989355,,,,,0,1,0,,,,,,retfirst_instructions,,,,,,,
5,1602317612306,10/10/2020 08:13:32,1602317612291,1,10/10/2020 09:13:32,20655,19,task-baa9,,7156476,BLIND,2080717,,complete,,5f816a971130ae213b4e20c7,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1680x1050,1680x939,,Retrieval/Reexposure,27,8,attention-pass,attention-pass,8_ret_reex,8_ret_reex,1,1,4,iti,Zone1,timelimit_screen,499.9800000000032,,,,,0,1,0,,,1,,,retfirst_instructions,,,,,,,
6,1602317612852,10/10/2020 08:13:32,1602317612829,1,10/10/2020 09:13:32,20655,19,task-baa9,,7156476,BLIND,2080717,,complete,,5f816a971130ae213b4e20c7,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1680x1050,1680x939,,Retrieval/Reexposure,27,8,attention-pass,attention-pass,8_ret_reex,8_ret_reex,2,1,1,fixation,fixation,fixation,549.9780000000028,,,,,0,1,0,,,,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
7,1602317621287,10/10/2020 08:13:41,1602317621260,1,10/10/2020 09:13:41,20655,19,task-baa9,,7156476,BLIND,2080717,,complete,,5f816a971130ae213b4e20c7,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1680x1050,1680x939,,Retrieval/Reexposure,27,8,attention-pass,attention-pass,8_ret_reex,8_ret_reex,2,1,2,ret_stimuli,Zone8,response_text_entry,5560.499999992317,,,airport,1,0,1,0,,,,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
8,1602317621771,10/10/2020 08:13:41,1602317621749,1,10/10/2020 09:13:41,20655,19,task-baa9,,7156476,BLIND,2080717,,complete,,5f816a971130ae213b4e20c7,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1680x1050,1680x939,,Retrieval/Reexposure,27,8,attention-pass,attention-pass,8_ret_reex,8_ret_reex,2,1,4,isi,Zone1,timelimit_screen,499.9799999999959,,,,,0,1,0,,,1,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
9,1602317625786,10/10/2020 08:13:45,1602317625749,1,10/10/2020 09:13:45,20655,19,task-baa9,,7156476,BLIND,2080717,,complete,,5f816a971130ae213b4e20c7,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1680x1050,1680x939,,Retrieval/Reexposure,27,8,attention-pass,attention-pass,8_ret_reex,8_ret_reex,2,1,5,feedback,Zone3,timelimit_screen,3999.840000000004,,,n/a,,0,1,0,,,1,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
10,1602317626286,10/10/2020 08:13:46,1602317626250,1,10/10/2020 09:13:46,20655,19,task-baa9,,7156476,BLIND,2080717,,complete,,5f816a971130ae213b4e20c7,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1680x1050,1680x939,,Retrieval/Reexposure,27,8,attention-pass,attention-pass,8_ret_reex,8_ret_reex,2,1,6,iti,Zone1,timelimit_screen,499.9799999999959,,,,,0,1,0,,,1,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
11,1602317626833,10/10/2020 08:13:46,1602317626805,1,10/10/2020 09:13:46,20655,19,task-baa9,,7156476,BLIND,2080717,,complete,,5f816a971130ae213b4e20c7,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1680x1050,1680x939,,Retrieval/Reexposure,27,8,attention-pass,attention-pass,8_ret_reex,8_ret_reex,3,2,1,fixation,fixation,fixation,555.2840000000069,,,,,0,1,0,,,,,,retrieval_trial,,campsite,OBJECT,torch,56,LO,A
12,1602317632278,10/10/2020 08:13:52,1602317632231,1,10/10/2020 09:13:52,20655,19,task-baa9,,7156476,BLIND,2080717,,complete,,5f816a971130ae213b4e20c7,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1680x1050,1680x939,,Retrieval/Reexposure,27,8,attention-pass,attention-pass,8_ret_reex,8_ret_reex,3,2,2,ret_stimuli,Zone8,response_text_entry,4219.91500002332,,,torch,1,0,1,0,,,,,,retrieval_trial,,campsite,OBJECT,torch,56,LO,A
13,1602317632747,10/10/2020 08:13:52,1602317632723,1,10/10/2020 09:13:52,20655,19,task-baa9,,7156476,BLIND,2080717,,complete,,5f816a971130ae213b4e20c7,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1680x1050,1680x939,,Retrieval/Reexposure,27,8,attention-pass,attention-pass,8_ret_reex,8_ret_reex,3,2,4,isi,Zone1,timelimit_screen,499.9799999999959,,,,,0,1,0,,,1,,,retrieval_trial,,campsite,OBJECT,torch,56,LO,A
