Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-pnjf,branch-1wjh,branch-sxfc,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,cue,category_cue,target,eventno,pairtype,untested_element
1,1602406898734,11/10/2020 09:01:38,1602406890069,1,11/10/2020 10:01:30,20655,20,task-eo88,,7166821,BLIND,2083628,,complete,,5f82bdf2ef6883015bfe5fe1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x695,,Retrieval/Reexposure,27,10,attention-pass,attention-pass,10_reex_ret,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,
2,1602406920624,11/10/2020 09:02:00,1602406912011,1,11/10/2020 10:01:52,20655,20,task-eo88,,7166821,BLIND,2083628,,complete,,5f82bdf2ef6883015bfe5fe1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x695,,Retrieval/Reexposure,27,10,attention-pass,attention-pass,10_reex_ret,10_reex_ret,1,1,1,reex_inst1,advancementZone,continue_button,21392.295000026934,,,,,0,1,0,,,,,,reexfirst_instructions,,,,,,,
3,1602407004469,11/10/2020 09:03:24,1602406995843,1,11/10/2020 10:03:15,20655,20,task-eo88,,7166821,BLIND,2083628,,complete,,5f82bdf2ef6883015bfe5fe1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x695,,Retrieval/Reexposure,27,10,attention-pass,attention-pass,10_reex_ret,10_reex_ret,1,1,2,reex_inst2,advancementZone,continue_button,83775.61500004958,,,,,0,1,0,,,,,,reexfirst_instructions,,,,,,,
4,1602407004969,11/10/2020 09:03:24,1602406996363,1,11/10/2020 10:03:16,20655,20,task-eo88,,7166821,BLIND,2083628,,complete,,5f82bdf2ef6883015bfe5fe1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x695,,Retrieval/Reexposure,27,10,attention-pass,attention-pass,10_reex_ret,10_reex_ret,1,1,3,iti,Zone1,timelimit_screen,499.93399999999383,,,,,0,1,0,,,1,,,reexfirst_instructions,,,,,,,
5,1602407005503,11/10/2020 09:03:25,1602406996884,1,11/10/2020 10:03:16,20655,20,task-eo88,,7166821,BLIND,2083628,,complete,,5f82bdf2ef6883015bfe5fe1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x695,,Retrieval/Reexposure,27,10,attention-pass,attention-pass,10_reex_ret,10_reex_ret,2,1,1,fixation,fixation,fixation,549.9490000000078,,,,,0,1,0,,,,,,reexposure_trial,,map,ANIMAL,meerkat,55,OA,L
6,1602407015487,11/10/2020 09:03:35,1602407006870,1,11/10/2020 10:03:26,20655,20,task-eo88,,7166821,BLIND,2083628,,complete,,5f82bdf2ef6883015bfe5fe1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x695,,Retrieval/Reexposure,27,10,attention-pass,attention-pass,10_reex_ret,10_reex_ret,2,1,2,reex_stimuli,Zone3,timelimit_screen,9982.221999999994,,,,,0,1,0,,,1,,,reexposure_trial,,map,ANIMAL,meerkat,55,OA,L
7,1602407015974,11/10/2020 09:03:35,1602407007367,1,11/10/2020 10:03:27,20655,20,task-eo88,,7166821,BLIND,2083628,,complete,,5f82bdf2ef6883015bfe5fe1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x695,,Retrieval/Reexposure,27,10,attention-pass,attention-pass,10_reex_ret,10_reex_ret,2,1,3,iti,Zone1,timelimit_screen,499.971000000005,,,,,0,1,0,,,1,,,reexposure_trial,,map,ANIMAL,meerkat,55,OA,L
8,1602407016568,11/10/2020 09:03:36,1602407007916,1,11/10/2020 10:03:27,20655,20,task-eo88,,7166821,BLIND,2083628,,complete,,5f82bdf2ef6883015bfe5fe1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x695,,Retrieval/Reexposure,27,10,attention-pass,attention-pass,10_reex_ret,10_reex_ret,3,2,1,fixation,fixation,fixation,549.9409999999916,,,,,0,1,0,,,,,,reexposure_trial,,shark,LOCATION,campsite,56,AL,O
9,1602407026504,11/10/2020 09:03:46,1602407017899,1,11/10/2020 10:03:37,20655,20,task-eo88,,7166821,BLIND,2083628,,complete,,5f82bdf2ef6883015bfe5fe1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x695,,Retrieval/Reexposure,27,10,attention-pass,attention-pass,10_reex_ret,10_reex_ret,3,2,2,reex_stimuli,Zone3,timelimit_screen,9982.228000000003,,,,,0,1,0,,,1,,,reexposure_trial,,shark,LOCATION,campsite,56,AL,O
10,1602407027003,11/10/2020 09:03:47,1602407018399,1,11/10/2020 10:03:38,20655,20,task-eo88,,7166821,BLIND,2083628,,complete,,5f82bdf2ef6883015bfe5fe1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x695,,Retrieval/Reexposure,27,10,attention-pass,attention-pass,10_reex_ret,10_reex_ret,3,2,3,iti,Zone1,timelimit_screen,499.9429999999993,,,,,0,1,0,,,1,,,reexposure_trial,,shark,LOCATION,campsite,56,AL,O
