Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-pnjf,branch-1wjh,branch-sxfc,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,cue,category_cue,target,eventno,pairtype,untested_element
1,1602404788150,11/10/2020 08:26:28,1602404789676,1,11/10/2020 09:26:29,20655,20,task-k56j,,7166586,BLIND,2083627,,complete,,5f82bde626ffd13cbf98650d,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1280x720,1280x578,,Retrieval/Reexposure,27,2,attention-pass,attention-pass,2_ret_reex,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,
2,1602404811353,11/10/2020 08:26:51,1602404812856,1,11/10/2020 09:26:52,20655,20,task-k56j,,7166586,BLIND,2083627,,complete,,5f82bde626ffd13cbf98650d,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1280x720,1280x578,,Retrieval/Reexposure,27,2,attention-pass,attention-pass,2_ret_reex,2_ret_reex,1,1,1,ret_inst1,advancementZone,continue_button,22705.870000005234,,,,,0,1,0,,,,,,retfirst_instructions,,,,,,,
3,1602404826095,11/10/2020 08:27:06,1602404827611,1,11/10/2020 09:27:07,20655,20,task-k56j,,7166586,BLIND,2083627,,complete,,5f82bde626ffd13cbf98650d,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1280x720,1280x578,,Retrieval/Reexposure,27,2,attention-pass,attention-pass,2_ret_reex,2_ret_reex,1,1,2,ret_inst2,advancementZone,continue_button,14730.115000042133,,,,,0,1,0,,,,,,retfirst_instructions,,,,,,,
4,1602404833356,11/10/2020 08:27:13,1602404834888,1,11/10/2020 09:27:14,20655,20,task-k56j,,7166586,BLIND,2083627,,complete,,5f82bde626ffd13cbf98650d,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1280x720,1280x578,,Retrieval/Reexposure,27,2,attention-pass,attention-pass,2_ret_reex,2_ret_reex,1,1,3,ret_inst3,advancementZone,continue_button,7263.10000004014,,,,,0,1,0,,,,,,retfirst_instructions,,,,,,,
5,1602404833794,11/10/2020 08:27:13,1602404835416,1,11/10/2020 09:27:15,20655,20,task-k56j,,7166586,BLIND,2083627,,complete,,5f82bde626ffd13cbf98650d,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1280x720,1280x578,,Retrieval/Reexposure,27,2,attention-pass,attention-pass,2_ret_reex,2_ret_reex,1,1,4,iti,Zone1,timelimit_screen,505.9799999999959,,,,,0,1,0,,,1,,,retfirst_instructions,,,,,,,
6,1602404834311,11/10/2020 08:27:14,1602404835948,1,11/10/2020 09:27:15,20655,20,task-k56j,,7166586,BLIND,2083627,,complete,,5f82bde626ffd13cbf98650d,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1280x720,1280x578,,Retrieval/Reexposure,27,2,attention-pass,attention-pass,2_ret_reex,2_ret_reex,2,1,1,fixation,fixation,fixation,558.4330000000045,,,,,0,1,0,,,,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
7,1602404844414,11/10/2020 08:27:24,1602404845935,1,11/10/2020 09:27:25,20655,20,task-k56j,,7166586,BLIND,2083627,,complete,,5f82bde626ffd13cbf98650d,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1280x720,1280x578,,Retrieval/Reexposure,27,2,attention-pass,attention-pass,2_ret_reex,2_ret_reex,2,1,2,ret_stimuli,Zone8,response_text_entry,9980.426,,,schol,,0,1,0,,,,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
8,1602404844508,11/10/2020 08:27:24,1602404845938,1,11/10/2020 09:27:25,20655,20,task-k56j,,7166586,BLIND,2083627,,complete,,5f82bde626ffd13cbf98650d,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1280x720,1280x578,,Retrieval/Reexposure,27,2,attention-pass,attention-pass,2_ret_reex,2_ret_reex,2,1,2,ret_stimuli,Zone3,timelimit_screen,9980.426,,,n/a,,0,1,0,,,1,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
9,1602404847291,11/10/2020 08:27:27,1602404848930,1,11/10/2020 09:27:28,20655,20,task-k56j,,7166586,BLIND,2083627,,complete,,5f82bde626ffd13cbf98650d,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1280x720,1280x578,,Retrieval/Reexposure,27,2,attention-pass,attention-pass,2_ret_reex,2_ret_reex,2,1,3,please_guess,Zone2,timelimit_screen,3001.1489999999976,,,,,0,1,0,,,1,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
10,1602404851391,11/10/2020 08:27:31,1602404852925,1,11/10/2020 09:27:32,20655,20,task-k56j,,7166586,BLIND,2083627,,complete,,5f82bde626ffd13cbf98650d,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1280x720,1280x578,,Retrieval/Reexposure,27,2,attention-pass,attention-pass,2_ret_reex,2_ret_reex,2,1,5,feedback,Zone3,timelimit_screen,3995.618999999999,,,n/a,,0,1,0,,,1,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
