Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-pnjf,branch-1wjh,branch-sxfc,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,cue,category_cue,target,eventno,pairtype,untested_element
1,1602317845739,10/10/2020 08:17:25,1602317844427,-4,10/10/2020 04:17:24,20655,19,task-4r7u,,7156501,BLIND,2080727,,complete,,5f816ab185f61d221167b83f,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4285.0,1024x576,1365x768,,Retrieval/Reexposure,27,1,attention-pass,attention-pass,1_ret_reex,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,
2,1602317865966,10/10/2020 08:17:45,1602317864716,-4,10/10/2020 04:17:44,20655,19,task-4r7u,,7156501,BLIND,2080727,,complete,,5f816ab185f61d221167b83f,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4285.0,1024x576,1365x768,,Retrieval/Reexposure,27,1,attention-pass,attention-pass,1_ret_reex,1_ret_reex,1,1,1,ret_inst1,advancementZone,continue_button,19537.35499997856,,,,,0,1,0,,,,,,retfirst_instructions,,,,,,,
3,1602317880998,10/10/2020 08:18:00,1602317879695,-4,10/10/2020 04:17:59,20655,19,task-4r7u,,7156501,BLIND,2080727,,complete,,5f816ab185f61d221167b83f,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4285.0,1024x576,1365x768,,Retrieval/Reexposure,27,1,attention-pass,attention-pass,1_ret_reex,1_ret_reex,1,1,2,ret_inst2,advancementZone,continue_button,14949.63500002632,,,,,0,1,0,,,,,,retfirst_instructions,,,,,,,
4,1602317886141,10/10/2020 08:18:06,1602317884869,-4,10/10/2020 04:18:04,20655,19,task-4r7u,,7156501,BLIND,2080727,,complete,,5f816ab185f61d221167b83f,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4285.0,1024x576,1365x768,,Retrieval/Reexposure,27,1,attention-pass,attention-pass,1_ret_reex,1_ret_reex,1,1,3,ret_inst3,advancementZone,continue_button,5154.924999980722,,,,,0,1,0,,,,,,retfirst_instructions,,,,,,,
5,1602317886563,10/10/2020 08:18:06,1602317885327,-4,10/10/2020 04:18:05,20655,19,task-4r7u,,7156501,BLIND,2080727,,complete,,5f816ab185f61d221167b83f,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4285.0,1024x576,1365x768,,Retrieval/Reexposure,27,1,attention-pass,attention-pass,1_ret_reex,1_ret_reex,1,1,4,iti,Zone1,timelimit_screen,499.9910000000018,,,,,0,1,0,,,1,,,retfirst_instructions,,,,,,,
6,1602317887099,10/10/2020 08:18:07,1602317885858,-4,10/10/2020 04:18:05,20655,19,task-4r7u,,7156501,BLIND,2080727,,complete,,5f816ab185f61d221167b83f,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4285.0,1024x576,1365x768,,Retrieval/Reexposure,27,1,attention-pass,attention-pass,1_ret_reex,1_ret_reex,2,1,1,fixation,fixation,fixation,550,,,,,0,1,0,,,,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
7,1602317892790,10/10/2020 08:18:12,1602317891541,-4,10/10/2020 04:18:11,20655,19,task-4r7u,,7156501,BLIND,2080727,,complete,,5f816ab185f61d221167b83f,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4285.0,1024x576,1365x768,,Retrieval/Reexposure,27,1,attention-pass,attention-pass,1_ret_reex,1_ret_reex,2,1,2,ret_stimuli,Zone8,response_text_entry,3004.33999998495,,,train station,1,0,1,0,,,,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
8,1602317893243,10/10/2020 08:18:13,1602317892007,-4,10/10/2020 04:18:12,20655,19,task-4r7u,,7156501,BLIND,2080727,,complete,,5f816ab185f61d221167b83f,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4285.0,1024x576,1365x768,,Retrieval/Reexposure,27,1,attention-pass,attention-pass,1_ret_reex,1_ret_reex,2,1,4,isi,Zone1,timelimit_screen,499.9890000000014,,,,,0,1,0,,,1,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
9,1602317897262,10/10/2020 08:18:17,1602317896010,-4,10/10/2020 04:18:16,20655,19,task-4r7u,,7156501,BLIND,2080727,,complete,,5f816ab185f61d221167b83f,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4285.0,1024x576,1365x768,,Retrieval/Reexposure,27,1,attention-pass,attention-pass,1_ret_reex,1_ret_reex,2,1,5,feedback,Zone3,timelimit_screen,3999.859000000004,,,n/a,,0,1,0,,,1,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
10,1602317897762,10/10/2020 08:18:17,1602317896508,-4,10/10/2020 04:18:16,20655,19,task-4r7u,,7156501,BLIND,2080727,,complete,,5f816ab185f61d221167b83f,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4285.0,1024x576,1365x768,,Retrieval/Reexposure,27,1,attention-pass,attention-pass,1_ret_reex,1_ret_reex,2,1,6,iti,Zone1,timelimit_screen,500.06899999999587,,,,,0,1,0,,,1,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
11,1602317898356,10/10/2020 08:18:18,1602317897107,-4,10/10/2020 04:18:17,20655,19,task-4r7u,,7156501,BLIND,2080727,,complete,,5f816ab185f61d221167b83f,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4285.0,1024x576,1365x768,,Retrieval/Reexposure,27,1,attention-pass,attention-pass,1_ret_reex,1_ret_reex,3,2,1,fixation,fixation,fixation,600.0149999999994,,,,,0,1,0,,,,,,retrieval_trial,,campsite,OBJECT,torch,56,LO,A
12,1602317902661,10/10/2020 08:18:22,1602317901409,-4,10/10/2020 04:18:21,20655,19,task-4r7u,,7156501,BLIND,2080727,,complete,,5f816ab185f61d221167b83f,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4285.0,1024x576,1365x768,,Retrieval/Reexposure,27,1,attention-pass,attention-pass,1_ret_reex,1_ret_reex,3,2,2,ret_stimuli,Zone8,response_text_entry,3309.0099999681115,,,chainsaw,1,0,1,0,,,,,,retrieval_trial,,campsite,OBJECT,torch,56,LO,A
13,1602317903142,10/10/2020 08:18:23,1602317901891,-4,10/10/2020 04:18:21,20655,19,task-4r7u,,7156501,BLIND,2080727,,complete,,5f816ab185f61d221167b83f,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4285.0,1024x576,1365x768,,Retrieval/Reexposure,27,1,attention-pass,attention-pass,1_ret_reex,1_ret_reex,3,2,4,isi,Zone1,timelimit_screen,500.002999999997,,,,,0,1,0,,,1,,,retrieval_trial,,campsite,OBJECT,torch,56,LO,A
14,1602317907192,10/10/2020 08:18:27,1602317905924,-4,10/10/2020 04:18:25,20655,19,task-4r7u,,7156501,BLIND,2080727,,complete,,5f816ab185f61d221167b83f,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4285.0,1024x576,1365x768,,Retrieval/Reexposure,27,1,attention-pass,attention-pass,1_ret_reex,1_ret_reex,3,2,5,feedback,Zone3,timelimit_screen,4033.190999999999,,,n/a,,0,1,0,,,1,,,retrieval_trial,,campsite,OBJECT,torch,56,LO,A
15,1602317907681,10/10/2020 08:18:27,1602317906424,-4,10/10/2020 04:18:26,20655,19,task-4r7u,,7156501,BLIND,2080727,,complete,,5f816ab185f61d221167b83f,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4285.0,1024x576,1365x768,,Retrieval/Reexposure,27,1,attention-pass,attention-pass,1_ret_reex,1_ret_reex,3,2,6,iti,Zone1,timelimit_screen,500.0699999999997,,,,,0,1,0,,,1,,,retrieval_trial,,campsite,OBJECT,torch,56,LO,A
