Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-pnjf,branch-1wjh,branch-sxfc,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,cue,category_cue,target,eventno,pairtype,untested_element
1,1602144814532,08/10/2020 08:13:34,1602144813623,1,08/10/2020 09:13:33,20655,18,task-i679,,7120519,BLIND,2069375,,complete,,5f7ec727832f2319a7b816a3,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1280x800,1280x698,,Retrieval/Reexposure,26,6,attention-pass,attention-pass,6_ret_reex,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,
2,1602144852971,08/10/2020 08:14:12,1602144852137,1,08/10/2020 09:14:12,20655,18,task-i679,,7120519,BLIND,2069375,,complete,,5f7ec727832f2319a7b816a3,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1280x800,1280x698,,Retrieval/Reexposure,26,6,attention-pass,attention-pass,6_ret_reex,6_ret_reex,1,1,1,ret_inst1,advancementZone,continue_button,38113.354999921285,,,,,0,1,0,,,,,,retfirst_instructions,,,,,,,
3,1602144872340,08/10/2020 08:14:32,1602144871504,1,08/10/2020 09:14:31,20655,18,task-i679,,7120519,BLIND,2069375,,complete,,5f7ec727832f2319a7b816a3,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1280x800,1280x698,,Retrieval/Reexposure,26,6,attention-pass,attention-pass,6_ret_reex,6_ret_reex,1,1,2,ret_inst2,advancementZone,continue_button,19358.089999994263,,,,,0,1,0,,,,,,retfirst_instructions,,,,,,,
4,1602144879203,08/10/2020 08:14:39,1602144878370,1,08/10/2020 09:14:38,20655,18,task-i679,,7120519,BLIND,2069375,,complete,,5f7ec727832f2319a7b816a3,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1280x800,1280x698,,Retrieval/Reexposure,26,6,attention-pass,attention-pass,6_ret_reex,6_ret_reex,1,1,3,ret_inst3,advancementZone,continue_button,6855.570000014268,,,,,0,1,0,,,,,,retfirst_instructions,,,,,,,
5,1602144879749,08/10/2020 08:14:39,1602144878873,1,08/10/2020 09:14:38,20655,18,task-i679,,7120519,BLIND,2069375,,complete,,5f7ec727832f2319a7b816a3,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1280x800,1280x698,,Retrieval/Reexposure,26,6,attention-pass,attention-pass,6_ret_reex,6_ret_reex,1,1,4,iti,Zone1,timelimit_screen,500.22000000000116,,,,,0,1,0,,,1,,,retfirst_instructions,,,,,,,
6,1602144880250,08/10/2020 08:14:40,1602144879411,1,08/10/2020 09:14:39,20655,18,task-i679,,7120519,BLIND,2069375,,complete,,5f7ec727832f2319a7b816a3,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1280x800,1280x698,,Retrieval/Reexposure,26,6,attention-pass,attention-pass,6_ret_reex,6_ret_reex,2,1,1,fixation,fixation,fixation,550.2419999999984,,,,,0,1,0,,,,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
7,1602144890240,08/10/2020 08:14:50,1602144889402,1,08/10/2020 09:14:49,20655,18,task-i679,,7120519,BLIND,2069375,,complete,,5f7ec727832f2319a7b816a3,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1280x800,1280x698,,Retrieval/Reexposure,26,6,attention-pass,attention-pass,6_ret_reex,6_ret_reex,2,1,2,ret_stimuli,Zone8,response_text_entry,9987.547999999995,,,beach,,0,1,0,,,,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
8,1602144890303,08/10/2020 08:14:50,1602144889403,1,08/10/2020 09:14:49,20655,18,task-i679,,7120519,BLIND,2069375,,complete,,5f7ec727832f2319a7b816a3,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1280x800,1280x698,,Retrieval/Reexposure,26,6,attention-pass,attention-pass,6_ret_reex,6_ret_reex,2,1,2,ret_stimuli,Zone3,timelimit_screen,9987.547999999995,,,n/a,,0,1,0,,,1,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
9,1602144893234,08/10/2020 08:14:53,1602144893202,1,08/10/2020 09:14:53,20655,18,task-i679,,7120519,BLIND,2069375,,complete,,5f7ec727832f2319a7b816a3,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1280x800,1280x698,,Retrieval/Reexposure,26,6,attention-pass,attention-pass,6_ret_reex,6_ret_reex,2,1,3,please_guess,Zone2,timelimit_screen,3001.320000000007,,,,,0,1,0,,,1,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
10,1602144897225,08/10/2020 08:14:57,1602144897203,1,08/10/2020 09:14:57,20655,18,task-i679,,7120519,BLIND,2069375,,complete,,5f7ec727832f2319a7b816a3,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1280x800,1280x698,,Retrieval/Reexposure,26,6,attention-pass,attention-pass,6_ret_reex,6_ret_reex,2,1,5,feedback,Zone3,timelimit_screen,4001.7599999999948,,,n/a,,0,1,0,,,1,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
