Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-pnjf,branch-1wjh,branch-sxfc,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,cue,category_cue,target,eventno,pairtype,untested_element
1,1602404431039,11/10/2020 08:20:31,1602404430397,-5,11/10/2020 03:20:30,20655,20,task-i679,,7166556,BLIND,2083616,,complete,,5f82bdf0780ca23e2e8fa915,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,Retrieval/Reexposure,27,6,attention-pass,attention-pass,6_ret_reex,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,
2,1602404449494,11/10/2020 08:20:49,1602404448923,-5,11/10/2020 03:20:48,20655,20,task-i679,,7166556,BLIND,2083616,,complete,,5f82bdf0780ca23e2e8fa915,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,Retrieval/Reexposure,27,6,attention-pass,attention-pass,6_ret_reex,6_ret_reex,1,1,1,ret_inst1,advancementZone,continue_button,17095.90500000195,,,,,0,1,0,,,,,,retfirst_instructions,,,,,,,
3,1602404452908,11/10/2020 08:20:52,1602404452344,-5,11/10/2020 03:20:52,20655,20,task-i679,,7166556,BLIND,2083616,,complete,,5f82bdf0780ca23e2e8fa915,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,Retrieval/Reexposure,27,6,attention-pass,attention-pass,6_ret_reex,6_ret_reex,1,1,2,ret_inst2,advancementZone,continue_button,3354.7449999969103,,,,,0,1,0,,,,,,retfirst_instructions,,,,,,,
4,1602404467063,11/10/2020 08:21:07,1602404466499,-5,11/10/2020 03:21:06,20655,20,task-i679,,7166556,BLIND,2083616,,complete,,5f82bdf0780ca23e2e8fa915,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,Retrieval/Reexposure,27,6,attention-pass,attention-pass,6_ret_reex,6_ret_reex,1,1,3,ret_inst3,advancementZone,continue_button,14105.835000002116,,,,,0,1,0,,,,,,retfirst_instructions,,,,,,,
5,1602404467547,11/10/2020 08:21:07,1602404467003,-5,11/10/2020 03:21:07,20655,20,task-i679,,7166556,BLIND,2083616,,complete,,5f82bdf0780ca23e2e8fa915,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,Retrieval/Reexposure,27,6,attention-pass,attention-pass,6_ret_reex,6_ret_reex,1,1,4,iti,Zone1,timelimit_screen,499.6729999999952,,,,,0,1,0,,,1,,,retfirst_instructions,,,,,,,
6,1602404468109,11/10/2020 08:21:08,1602404467535,-5,11/10/2020 03:21:07,20655,20,task-i679,,7166556,BLIND,2083616,,complete,,5f82bdf0780ca23e2e8fa915,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,Retrieval/Reexposure,27,6,attention-pass,attention-pass,6_ret_reex,6_ret_reex,2,1,1,fixation,fixation,fixation,549.7480000000069,,,,,0,1,0,,,,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
7,1602404478067,11/10/2020 08:21:18,1602404477516,-5,11/10/2020 03:21:17,20655,20,task-i679,,7166556,BLIND,2083616,,complete,,5f82bdf0780ca23e2e8fa915,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,Retrieval/Reexposure,27,6,attention-pass,attention-pass,6_ret_reex,6_ret_reex,2,1,2,ret_stimuli,Zone8,response_text_entry,9977.818999999996,,,h,,0,1,0,,,,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
8,1602404478286,11/10/2020 08:21:18,1602404477519,-5,11/10/2020 03:21:17,20655,20,task-i679,,7166556,BLIND,2083616,,complete,,5f82bdf0780ca23e2e8fa915,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,Retrieval/Reexposure,27,6,attention-pass,attention-pass,6_ret_reex,6_ret_reex,2,1,2,ret_stimuli,Zone3,timelimit_screen,9977.818999999996,,,n/a,,0,1,0,,,1,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
9,1602404481083,11/10/2020 08:21:21,1602404480513,-5,11/10/2020 03:21:20,20655,20,task-i679,,7166556,BLIND,2083616,,complete,,5f82bdf0780ca23e2e8fa915,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,Retrieval/Reexposure,27,6,attention-pass,attention-pass,6_ret_reex,6_ret_reex,2,1,3,please_guess,Zone2,timelimit_screen,2998.851999999999,,,,,0,1,0,,,1,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
10,1602404485043,11/10/2020 08:21:25,1602404484508,-5,11/10/2020 03:21:24,20655,20,task-i679,,7166556,BLIND,2083616,,complete,,5f82bdf0780ca23e2e8fa915,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,Retrieval/Reexposure,27,6,attention-pass,attention-pass,6_ret_reex,6_ret_reex,2,1,5,feedback,Zone3,timelimit_screen,3997.3199999999997,,,n/a,,0,1,0,,,1,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
