Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-pnjf,branch-1wjh,branch-sxfc,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,cue,category_cue,target,eventno,pairtype,untested_element
1,1602317478773,10/10/2020 08:11:18,1602317478794,-5,10/10/2020 03:11:18,20655,19,task-k56j,,7156463,BLIND,2080714,,complete,,5f816a8bddce1d2180fae62e,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1707x960,848x625,,Retrieval/Reexposure,27,2,attention-pass,attention-pass,2_ret_reex,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,
2,1602317504188,10/10/2020 08:11:44,1602317504239,-5,10/10/2020 03:11:44,20655,19,task-k56j,,7156463,BLIND,2080714,,complete,,5f816a8bddce1d2180fae62e,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1707x960,848x625,,Retrieval/Reexposure,27,2,attention-pass,attention-pass,2_ret_reex,2_ret_reex,1,1,1,ret_inst1,advancementZone,continue_button,24296.379999999772,,,,,0,1,0,,,,,,retfirst_instructions,,,,,,,
3,1602317507394,10/10/2020 08:11:47,1602317507460,-5,10/10/2020 03:11:47,20655,19,task-k56j,,7156463,BLIND,2080714,,complete,,5f816a8bddce1d2180fae62e,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1707x960,848x625,,Retrieval/Reexposure,27,2,attention-pass,attention-pass,2_ret_reex,2_ret_reex,1,1,2,ret_inst2,advancementZone,continue_button,3208.9300000006915,,,,,0,1,0,,,,,,retfirst_instructions,,,,,,,
4,1602317508676,10/10/2020 08:11:48,1602317508737,-5,10/10/2020 03:11:48,20655,19,task-k56j,,7156463,BLIND,2080714,,complete,,5f816a8bddce1d2180fae62e,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1707x960,848x625,,Retrieval/Reexposure,27,2,attention-pass,attention-pass,2_ret_reex,2_ret_reex,1,1,3,ret_inst3,advancementZone,continue_button,1265.0600000051782,,,,,0,1,0,,,,,,retfirst_instructions,,,,,,,
5,1602317509176,10/10/2020 08:11:49,1602317509244,-5,10/10/2020 03:11:49,20655,19,task-k56j,,7156463,BLIND,2080714,,complete,,5f816a8bddce1d2180fae62e,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1707x960,848x625,,Retrieval/Reexposure,27,2,attention-pass,attention-pass,2_ret_reex,2_ret_reex,1,1,4,iti,Zone1,timelimit_screen,500.03099999999904,,,,,0,1,0,,,1,,,retfirst_instructions,,,,,,,
6,1602317509714,10/10/2020 08:11:49,1602317509791,-5,10/10/2020 03:11:49,20655,19,task-k56j,,7156463,BLIND,2080714,,complete,,5f816a8bddce1d2180fae62e,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1707x960,848x625,,Retrieval/Reexposure,27,2,attention-pass,attention-pass,2_ret_reex,2_ret_reex,2,1,1,fixation,fixation,fixation,555.5950000000012,,,,,0,1,0,,,,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
7,1602317514534,10/10/2020 08:11:54,1602317514552,-5,10/10/2020 03:11:54,20655,19,task-k56j,,7156463,BLIND,2080714,,complete,,5f816a8bddce1d2180fae62e,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1707x960,848x625,,Retrieval/Reexposure,27,2,attention-pass,attention-pass,2_ret_reex,2_ret_reex,2,1,2,ret_stimuli,Zone8,response_text_entry,3402.415000004112,,,Mall,1,0,1,0,,,,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
8,1602317514972,10/10/2020 08:11:54,1602317515042,-5,10/10/2020 03:11:55,20655,19,task-k56j,,7156463,BLIND,2080714,,complete,,5f816a8bddce1d2180fae62e,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1707x960,848x625,,Retrieval/Reexposure,27,2,attention-pass,attention-pass,2_ret_reex,2_ret_reex,2,1,4,isi,Zone1,timelimit_screen,500.0879999999961,,,,,0,1,0,,,1,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
9,1602317519026,10/10/2020 08:11:59,1602317519042,-5,10/10/2020 03:11:59,20655,19,task-k56j,,7156463,BLIND,2080714,,complete,,5f816a8bddce1d2180fae62e,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1707x960,848x625,,Retrieval/Reexposure,27,2,attention-pass,attention-pass,2_ret_reex,2_ret_reex,2,1,5,feedback,Zone3,timelimit_screen,4000.311999999998,,,n/a,,0,1,0,,,1,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
10,1602317519479,10/10/2020 08:11:59,1602317519542,-5,10/10/2020 03:11:59,20655,19,task-k56j,,7156463,BLIND,2080714,,complete,,5f816a8bddce1d2180fae62e,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1707x960,848x625,,Retrieval/Reexposure,27,2,attention-pass,attention-pass,2_ret_reex,2_ret_reex,2,1,6,iti,Zone1,timelimit_screen,499.95100000000093,,,,,0,1,0,,,1,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
