Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-pnjf,branch-1wjh,branch-sxfc,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,cue,category_cue,target,eventno,pairtype,untested_element
1,1602317800398,10/10/2020 08:16:40,1602317800697,10,10/10/2020 18:16:40,20655,19,task-wg9l,,7156498,BLIND,2080722,,complete,,5f816ab27f20b22184d16a16,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1920x1080,1920x937,,Retrieval/Reexposure,27,9,attention-pass,attention-pass,9_ret_reex,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,
2,1602317829300,10/10/2020 08:17:09,1602317829664,10,10/10/2020 18:17:09,20655,19,task-wg9l,,7156498,BLIND,2080722,,complete,,5f816ab27f20b22184d16a16,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1920x1080,1920x937,,Retrieval/Reexposure,27,9,attention-pass,attention-pass,9_ret_reex,9_ret_reex,1,1,1,ret_inst1,advancementZone,continue_button,27103.385000000344,,,,,0,1,0,,,,,,retfirst_instructions,,,,,,,
3,1602317874630,10/10/2020 08:17:54,1602317874998,10,10/10/2020 18:17:54,20655,19,task-wg9l,,7156498,BLIND,2080722,,complete,,5f816ab27f20b22184d16a16,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1920x1080,1920x937,,Retrieval/Reexposure,27,9,attention-pass,attention-pass,9_ret_reex,9_ret_reex,1,1,2,ret_inst2,advancementZone,continue_button,45311.13000000005,,,,,0,1,0,,,,,,retfirst_instructions,,,,,,,
4,1602317879982,10/10/2020 08:17:59,1602317880358,10,10/10/2020 18:18:00,20655,19,task-wg9l,,7156498,BLIND,2080722,,complete,,5f816ab27f20b22184d16a16,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1920x1080,1920x937,,Retrieval/Reexposure,27,9,attention-pass,attention-pass,9_ret_reex,9_ret_reex,1,1,3,ret_inst3,advancementZone,continue_button,5340.250000000204,,,,,0,1,0,,,,,,retfirst_instructions,,,,,,,
5,1602317880639,10/10/2020 08:18:00,1602317880865,10,10/10/2020 18:18:00,20655,19,task-wg9l,,7156498,BLIND,2080722,,complete,,5f816ab27f20b22184d16a16,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1920x1080,1920x937,,Retrieval/Reexposure,27,9,attention-pass,attention-pass,9_ret_reex,9_ret_reex,1,1,4,iti,Zone1,timelimit_screen,499.93599999998696,,,,,0,1,0,,,1,,,retfirst_instructions,,,,,,,
6,1602317881014,10/10/2020 08:18:01,1602317881398,10,10/10/2020 18:18:01,20655,19,task-wg9l,,7156498,BLIND,2080722,,complete,,5f816ab27f20b22184d16a16,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1920x1080,1920x937,,Retrieval/Reexposure,27,9,attention-pass,attention-pass,9_ret_reex,9_ret_reex,2,1,1,fixation,fixation,fixation,550.0460000000021,,,,,0,1,0,,,,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
7,1602317886532,10/10/2020 08:18:06,1602317886900,10,10/10/2020 18:18:06,20655,19,task-wg9l,,7156498,BLIND,2080722,,complete,,5f816ab27f20b22184d16a16,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1920x1080,1920x937,,Retrieval/Reexposure,27,9,attention-pass,attention-pass,9_ret_reex,9_ret_reex,2,1,2,ret_stimuli,Zone8,response_text_entry,3853.624999999738,,,Desert,1,0,1,0,,,,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
8,1602317887063,10/10/2020 08:18:07,1602317887383,10,10/10/2020 18:18:07,20655,19,task-wg9l,,7156498,BLIND,2080722,,complete,,5f816ab27f20b22184d16a16,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1920x1080,1920x937,,Retrieval/Reexposure,27,9,attention-pass,attention-pass,9_ret_reex,9_ret_reex,2,1,4,isi,Zone1,timelimit_screen,499.9569999999949,,,,,0,1,0,,,1,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
9,1602317891006,10/10/2020 08:18:11,1602317891384,10,10/10/2020 18:18:11,20655,19,task-wg9l,,7156498,BLIND,2080722,,complete,,5f816ab27f20b22184d16a16,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1920x1080,1920x937,,Retrieval/Reexposure,27,9,attention-pass,attention-pass,9_ret_reex,9_ret_reex,2,1,5,feedback,Zone3,timelimit_screen,3999.8320000000094,,,n/a,,0,1,0,,,1,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
10,1602317891506,10/10/2020 08:18:11,1602317891882,10,10/10/2020 18:18:11,20655,19,task-wg9l,,7156498,BLIND,2080722,,complete,,5f816ab27f20b22184d16a16,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1920x1080,1920x937,,Retrieval/Reexposure,27,9,attention-pass,attention-pass,9_ret_reex,9_ret_reex,2,1,6,iti,Zone1,timelimit_screen,500.02099999999336,,,,,0,1,0,,,1,,,retrieval_trial,,meerkat,LOCATION,airport,55,AL,O
11,1602317892037,10/10/2020 08:18:12,1602317892432,10,10/10/2020 18:18:12,20655,19,task-wg9l,,7156498,BLIND,2080722,,complete,,5f816ab27f20b22184d16a16,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1920x1080,1920x937,,Retrieval/Reexposure,27,9,attention-pass,attention-pass,9_ret_reex,9_ret_reex,3,2,1,fixation,fixation,fixation,550.1059999999998,,,,,0,1,0,,,,,,retrieval_trial,,campsite,OBJECT,torch,56,LO,A
