Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-pnjf,branch-1wjh,branch-sxfc,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,cue,category_cue,target,eventno,pairtype,untested_element
1,1602144674501,08/10/2020 08:11:14,1602144671803,11,08/10/2020 19:11:11,20655,18,task-kwgy,,7120483,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,Retrieval/Reexposure,26,13,attention-pass,attention-pass,13_reex_ret,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,
2,1602144689355,08/10/2020 08:11:29,1602144686681,11,08/10/2020 19:11:26,20655,18,task-kwgy,,7120483,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,Retrieval/Reexposure,26,13,attention-pass,attention-pass,13_reex_ret,13_reex_ret,1,1,1,reex_inst1,advancementZone,continue_button,13089.96000001207,,,,,0,1,0,,,,,,reexfirst_instructions,,,,,,,
3,1602144697870,08/10/2020 08:11:37,1602144695201,11,08/10/2020 19:11:35,20655,18,task-kwgy,,7120483,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,Retrieval/Reexposure,26,13,attention-pass,attention-pass,13_reex_ret,13_reex_ret,1,1,2,reex_inst2,advancementZone,continue_button,8497.489999979734,,,,,0,1,0,,,,,,reexfirst_instructions,,,,,,,
4,1602144698373,08/10/2020 08:11:38,1602144695717,11,08/10/2020 19:11:35,20655,18,task-kwgy,,7120483,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,Retrieval/Reexposure,26,13,attention-pass,attention-pass,13_reex_ret,13_reex_ret,1,1,3,iti,Zone1,timelimit_screen,501.22099999999773,,,,,0,1,0,,,1,,,reexfirst_instructions,,,,,,,
5,1602144698888,08/10/2020 08:11:38,1602144696244,11,08/10/2020 19:11:36,20655,18,task-kwgy,,7120483,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,Retrieval/Reexposure,26,13,attention-pass,attention-pass,13_reex_ret,13_reex_ret,2,1,1,fixation,fixation,fixation,550.5390000000007,,,,,0,1,0,,,,,,reexposure_trial,,map,ANIMAL,meerkat,55,OA,L
6,1602144708880,08/10/2020 08:11:48,1602144706222,11,08/10/2020 19:11:46,20655,18,task-kwgy,,7120483,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,Retrieval/Reexposure,26,13,attention-pass,attention-pass,13_reex_ret,13_reex_ret,2,1,2,reex_stimuli,Zone3,timelimit_screen,9976.434000000001,,,,,0,1,0,,,1,,,reexposure_trial,,map,ANIMAL,meerkat,55,OA,L
7,1602144709380,08/10/2020 08:11:49,1602144706721,11,08/10/2020 19:11:46,20655,18,task-kwgy,,7120483,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,Retrieval/Reexposure,26,13,attention-pass,attention-pass,13_reex_ret,13_reex_ret,2,1,3,iti,Zone1,timelimit_screen,500.48999999999796,,,,,0,1,0,,,1,,,reexposure_trial,,map,ANIMAL,meerkat,55,OA,L
8,1602144709943,08/10/2020 08:11:49,1602144707276,11,08/10/2020 19:11:47,20655,18,task-kwgy,,7120483,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,Retrieval/Reexposure,26,13,attention-pass,attention-pass,13_reex_ret,13_reex_ret,3,2,1,fixation,fixation,fixation,556.0319999999992,,,,,0,1,0,,,,,,reexposure_trial,,shark,LOCATION,campsite,56,AL,O
9,1602144719914,08/10/2020 08:11:59,1602144717254,11,08/10/2020 19:11:57,20655,18,task-kwgy,,7120483,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,Retrieval/Reexposure,26,13,attention-pass,attention-pass,13_reex_ret,13_reex_ret,3,2,2,reex_stimuli,Zone3,timelimit_screen,9976.434000000001,,,,,0,1,0,,,1,,,reexposure_trial,,shark,LOCATION,campsite,56,AL,O
10,1602144720414,08/10/2020 08:12:00,1602144717755,11,08/10/2020 19:11:57,20655,18,task-kwgy,,7120483,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,Retrieval/Reexposure,26,13,attention-pass,attention-pass,13_reex_ret,13_reex_ret,3,2,3,iti,Zone1,timelimit_screen,500.48999999999796,,,,,0,1,0,,,1,,,reexposure_trial,,shark,LOCATION,campsite,56,AL,O
11,1602144722419,08/10/2020 08:12:02,1602144719758,11,08/10/2020 19:11:59,20655,18,task-kwgy,,7120483,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,Retrieval/Reexposure,26,13,attention-pass,attention-pass,13_reex_ret,13_reex_ret,4,1,1,Screen 1,Zone2,continue_button,1968.7049998901784,,,,,0,1,0,,,,,,end_reex_practice,,,,,,,
12,1602144722920,08/10/2020 08:12:02,1602144720246,11,08/10/2020 19:12:00,20655,18,task-kwgy,,7120483,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,Retrieval/Reexposure,26,13,attention-pass,attention-pass,13_reex_ret,13_reex_ret,4,1,2,iti,Zone1,timelimit_screen,500.49000000000524,,,,,0,1,0,,,1,,,end_reex_practice,,,,,,,
13,1602144723445,08/10/2020 08:12:03,1602144720795,11,08/10/2020 19:12:00,20655,18,task-kwgy,,7120483,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,Retrieval/Reexposure,26,13,attention-pass,attention-pass,13_reex_ret,13_reex_ret,13,3,1,fixation,fixation,fixation,550.538999999997,,,,,0,1,0,,,,,1,reexposure_trial,,nightclub,ANIMAL,aardvark,45,LA,O
14,1602144733524,08/10/2020 08:12:13,1602144730773,11,08/10/2020 19:12:10,20655,18,task-kwgy,,7120483,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,Retrieval/Reexposure,26,13,attention-pass,attention-pass,13_reex_ret,13_reex_ret,13,3,2,reex_stimuli,Zone3,timelimit_screen,9976.434000000001,,,,,0,1,0,,,1,,1,reexposure_trial,,nightclub,ANIMAL,aardvark,45,LA,O
15,1602144733961,08/10/2020 08:12:13,1602144731273,11,08/10/2020 19:12:11,20655,18,task-kwgy,,7120483,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,Retrieval/Reexposure,26,13,attention-pass,attention-pass,13_reex_ret,13_reex_ret,13,3,3,iti,Zone1,timelimit_screen,500.48999999999796,,,,,0,1,0,,,1,,1,reexposure_trial,,nightclub,ANIMAL,aardvark,45,LA,O
16,1602144734485,08/10/2020 08:12:14,1602144731827,11,08/10/2020 19:12:11,20655,18,task-kwgy,,7120483,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,Retrieval/Reexposure,26,13,attention-pass,attention-pass,13_reex_ret,13_reex_ret,10,4,1,fixation,fixation,fixation,554.0140000000029,,,,,0,1,0,,,,,1,reexposure_trial,,rabbit,OBJECT,balloon,42,AO,L
